Id;Label;Greek;Nature;Longitude;Latitude;Source;Target;Port-commodity;Source-a;Target-a;Type;port-port;;;Source-b;Target-b;Port-commodity group;Source-d;Target-d;Commodity groups;Id;Label
;;;;;;2069;1010;;;;;;;;2119;1010;;;;;;
;;;;;;1010;2035;;;;;;;;1010;2121;;;;;;
;;;;;;2070;1010;;;;;;;;2070;1010;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1011;Malao;;;45.0;10.26;2008;1011;;;;;;;;2131;1011;;;;;;
;;;;;;2029;1011;;;;;;;;2123;1011;;;;;;
;;;;;;2032;1011;;;;;;;;2032;1011;;;;;;
;;;;;;2003;1011;;;;;;;;2111;1011;;;;;;
;;;;;;2030;1011;;;;;;;;2030;1011;;;;;;
;;;;;;2033;1011;;;;;;;;2118;1011;;;;;;
;;;;;;2036;1011;;;;;;;;2121;1011;;;;;;
;;;;;;2037;1011;;;;;;;;2121;1011;;;;;;
;;;;;;2038;1011;;;;;;;;2121;1011;;;;;;
;;;;;;2011;1011;;;;;;;;2119;1011;;;;;;
;;;;;;2017;1011;;;;;;;;2127;1011;;;;;;
;;;;;;2012;1011;;;;;;"(""both gold and silver"")";;2118;1011;;;;;;
;;;;;;1011;2035;;;;;;;;1011;2121;;;;;;
;;;;;;1011;2039;;;;;;;;1011;2121;;;;;;
;;;;;;1011;2040;;;;;;;;1011;2121;;;;;;
;;;;;;1011;2041;;;;;;;;1011;2121;;;;;;
;;;;;;1011;2042;;;;;;;;1011;2121;;;;;;
;;;;;;1011;2043;;;;;;;;1011;2121;;;;;;
;;;;;;1011;2044;;;;;;;;1011;2044;;;;;;
;;;;;;2022;1011;;;;;;;;2114;1011;;;;;;
;;;;;;2023;1011;;;;;;;;2114;1011;;;;;;
;;;;;;2024;1011;;;;;;;;2111;1011;;;;;;
;;;;;;2032;1011;;;;;;;;2032;1011;;;;;;
;;;;;;2055;1011;;;;;;;;2055;1011;;;;;;
;;;;;;2056;1011;;;;;;;;2126;1011;;;;;;
;;;;;;2057;1011;;;;;;;;2126;1011;;;;;;
;;;;;;2058;1011;;;;;;;;2122;1011;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1012;Mundu;;;46.55;10.55;2008;1012;;;;;;;;2131;1012;;;;;;
;;;;;;2029;1012;;;;;;;;2123;1012;;;;;;
;;;;;;2032;1012;;;;;;;;2032;1012;;;;;;
;;;;;;2003;1012;;;;;;;;2111;1012;;;;;;
;;;;;;2030;1012;;;;;;;;2030;1012;;;;;;
;;;;;;2033;1012;;;;;;;;2118;1012;;;;;;
;;;;;;2036;1012;;;;;;;;2121;1012;;;;;;
;;;;;;2037;1012;;;;;;;;2121;1012;;;;;;
;;;;;;2038;1012;;;;;;;;2121;1012;;;;;;
;;;;;;2011;1012;;;;;;;;2119;1012;;;;;;
;;;;;;2017;1012;;;;;;;;2127;1012;;;;;;
;;;;;;2012;1012;;;;;;;;2117;1012;;;;;;
;;;;;;1012;2035;;;;;;;;1012;2121;;;;;;
;;;;;;1012;2039;;;;;;;;1012;2121;;;;;;
;;;;;;1012;2040;;;;;;;;1012;2121;;;;;;
;;;;;;1012;2041;;;;;;;;1012;2121;;;;;;
;;;;;;1012;2042;;;;;;;;1012;2121;;;;;;
;;;;;;1012;2043;;;;;;;;1012;2121;;;;;;
;;;;;;1012;2045;;;;;;;;1012;2121;;;;;;
;;;;;;1012;2044;;;;;;;;1012;2044;;;;;;
;;;;;;1012;2045;;;;;;;;1012;2121;;;;;;
;;;;;;2022;1012;;;;;;;;2114;1012;;;;;;
;;;;;;2023;1012;;;;;;;;2114;1012;;;;;;
;;;;;;2024;1012;;;;;;;;2111;1012;;;;;;
;;;;;;2032;1012;;;;;;;;2032;1012;;;;;;
;;;;;;2055;1012;;;;;;;;2055;1012;;;;;;
;;;;;;2056;1012;;;;;;;;2126;1012;;;;;;
;;;;;;2057;1012;;;;;;;;2126;1012;;;;;;
;;;;;;2058;1012;;;;;;;;2122;1012;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1013;Mosyllon;;;49.11;11.17;2008;1013;;;;;;;;2131;1013;;;;;;
;;;;;;2029;1013;;;;;;;;2123;1013;;;;;;
;;;;;;2032;1013;;;;;;;;2032;1013;;;;;;
;;;;;;2003;1013;;;;;;;;2111;1013;;;;;;
;;;;;;2030;1013;;;;;;;;2030;1013;;;;;;
;;;;;;2033;1013;;;;;;;;2118;1013;;;;;;
;;;;;;2036;1013;;;;;;;;2121;1013;;;;;;
;;;;;;2037;1013;;;;;;;;2121;1013;;;;;;
;;;;;;2038;1013;;;;;;;;2121;1013;;;;;;
;;;;;;2011;1013;;;;;;;;2119;1013;;;;;;
;;;;;;2017;1013;;;;;;;;2127;1013;;;;;;
;;;;;;2012;1012;;;;;;;;2118;1012;;;;;;
;;;;;;1013;2035;;;;;;;;1013;2121;;;;;;
;;;;;;1013;2039;;;;;;;;1013;2121;;;;;;
;;;;;;1013;2040;;;;;;;;1013;2121;;;;;;
;;;;;;1013;2041;;;;;;;;1013;2121;;;;;;
;;;;;;1013;2042;;;;;;;;1013;2121;;;;;;
;;;;;;1013;2043;;;;;;;;1013;2121;;;;;;
;;;;;;1013;2045;;;;;;;;1013;2121;;;;;;
;;;;;;1013;2044;;;;;;;;1013;2044;;;;;;
;;;;;;1013;2045;;;;;;;;1013;2121;;;;;;
;;;;;;2018;1013;;;;;;;;2119;1013;;;;;;
;;;;;;2046;1013;;;;;;;;2118;1013;;;;;;
;;;;;;2047;1013;;;;;;;;2123;1013;;;;;;
;;;;;;2022;1013;;;;;;;;2114;1013;;;;;;
;;;;;;2023;1013;;;;;;;;2114;1013;;;;;;
;;;;;;2024;1013;;;;;;;;2111;1013;;;;;;
;;;;;;2032;1013;;;;;;;;2032;1013;;;;;;
;;;;;;2055;1013;;;;;;;;2055;1013;;;;;;
;;;;;;2056;1013;;;;;;;;2126;1013;;;;;;
;;;;;;2057;1013;;;;;;;;2126;1013;;;;;;
;;;;;;2058;1013;;;;;;;;2122;1013;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1014;Spice Port;;;51.17;11.50;2008;1014;;;;;;;;2131;1014;;;;;;
;;;;;;2029;1014;;;;;;;;2123;1014;;;;;;
;;;;;;2032;1014;;;;;;;;2032;1014;;;;;;
;;;;;;2003;1014;;;;;;;;2111;1014;;;;;;
;;;;;;2030;1014;;;;;;;;2030;1014;;;;;;
;;;;;;2033;1014;;;;;;;;2118;1014;;;;;;
;;;;;;2036;1014;;;;;;;;2121;1014;;;;;;
;;;;;;2037;1014;;;;;;;;2121;1014;;;;;;
;;;;;;2038;1014;;;;;;;;2121;1014;;;;;;
;;;;;;2011;1014;;;;;;;;2119;1014;;;;;;
;;;;;;2017;1014;;;;;;;;2127;1014;;;;;;
;;;;;;2012;1014;;;;;;;;2117;1014;;;;;;
;;;;;;1014;2035;;;;;;;;1014;2121;;;;;;
;;;;;;1014;2039;;;;;;;;1014;2121;;;;;;
;;;;;;1014;2040;;;;;;;;1014;2121;;;;;;
;;;;;;1014;2049;;;;;;;;1014;2121;;;;;;
;;;;;;1014;2050;;;;;;;;1014;2121;;;;;;
;;;;;;1014;2051;;;;;;;;1014;2121;;;;;;
;;;;;;1014;2052;;;;;;;;1014;2121;;;;;;
;;;;;;1014;2048;;;;;;;;1014;2121;;;;;;
;;;;;;2022;1014;;;;;;;;2114;1014;;;;;;
;;;;;;2023;1014;;;;;;;;2114;1014;;;;;;
;;;;;;2024;1014;;;;;;;;2111;1014;;;;;;
;;;;;;2032;1014;;;;;;;;2032;1014;;;;;;
;;;;;;2055;1014;;;;;;;;2055;1014;;;;;;
;;;;;;2056;1014;;;;;;;;2126;1014;;;;;;
;;;;;;2057;1014;;;;;;;;2126;1014;;;;;;
;;;;;;2058;1014;;;;;;;;2122;1014;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1015;Opone;;;51.10;10.30;2008;1015;;;;;;;;2116;1015;;;;;;
;;;;;;2029;1015;;;;;;;;2123;1015;;;;;;
;;;;;;2032;1015;;;;;;;;2032;1015;;;;;;
;;;;;;2003;1015;;;;;;;;2111;1015;;;;;;
;;;;;;2030;1015;;;;;;;;2030;1015;;;;;;
;;;;;;2033;1015;;;;;;;;2118;1015;;;;;;
;;;;;;2036;1015;;;;;;;;2121;1015;;;;;;
;;;;;;2037;1015;;;;;;;;2121;1015;;;;;;
;;;;;;2038;1015;;;;;;;;2121;1015;;;;;;
;;;;;;2011;1015;;;;;;;;2119;1015;;;;;;
;;;;;;2017;1015;;;;;;;;2127;1015;;;;;;
;;;;;;2012;1015;;;;;;;;2118;1015;;;;;;
;;;;;;1015;2035;;;;;;;;1015;2121;;;;;;
;;;;;;1015;2039;;;;;;;;1015;2121;;;;;;
;;;;;;1015;2040;;;;;;;;1015;2121;;;;;;
;;;;;;1015;2050;;;;;;;;1015;2121;;;;;;
;;;;;;1015;2052;;;;;;;;1015;2121;;;;;;
;;;;;;1015;2054;;;;;;;;1015;2054;;;;;;
;;;;;;2022;1015;;;;;;;;2114;1015;;;;;;
;;;;;;2023;1015;;;;;;;;2114;1015;;;;;;
;;;;;;2024;1015;;;;;;;;2111;1015;;;;;;
;;;;;;2032;1015;;;;;;;;2032;1015;;;;;;
;;;;;;2055;1015;;;;;;;;2055;1015;;;;;;
;;;;;;2056;1015;;;;;;;;2126;1015;;;;;;
;;;;;;2057;1015;;;;;;;;2126;1015;;;;;;
;;;;;;2058;1015;;;;;;;;2122;1015;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1016;Rhapta;;;39.20;-7.5;2008;1016;;;;;;;;2131;1016;;;;;;
;;;;;;2013;1016;;;;;;;;2117;1016;;;;;;
;;;;;;2015;1016;;;;;;;;2117;1016;;;;;;
;;;;;;2030;1016;;;;;;;;2030;1016;;;;;;
;;;;;;2032;1016;;;;;;;;2032;1016;;;;;;
;;;;;;2053;1016;;;;;;;;2117;1016;;;;;;
;;;;;;1016;2002;;;;;;;;1016;2002;;;;;;
;;;;;;1016;2001;;;;;;;;1016;2001;;;;;;
;;;;;;1016;2028;;;;;;;;1016;2028;;;;;;
;;;;;;1016;2054;;;;;;;;1016;2054;;;;;;
;;;;;;;;;;;;;Freight from Arabia;;;;;;;;;
1017;Leuke Kome;;Emporion;35.09;28.04;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1018;Eudaimon Arabia;;Village;45.01;12.47;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1019;Kane;;Emporion;48.15;13.59;1019;2039;;;;;;;;1019;2121;;;;;;
;;;;;;1019;2074;;;;;;;;1019;2121;;;;;;
;;;;;;2005;1019;;;;;;;;2111;1019;;;;;;
;;;;;;2017;1019;;;;;;;;2127;1019;;;;;;
;;;;;;2018;1019;;;;;;;;2119;1019;;;;;;
;;;;;;2030;1019;;;;;;;;2030;1019;;;;;;
;;;;;;2030;1019;;;;;;;;2030;1019;;;;;;
;;;;;;2032;1019;;;;;;;;2032;1019;;;;;;
;;;;;;2032;1019;;;;;;;;2032;1019;;;;;;
;;;;;;2033;1019;;;;;;;;2118;1019;;;;;;
;;;;;;2039;1019;;;;;;;;2121;1019;;;;;;
;;;;;;2059;1019;;;;;;;;2113;1019;;;;;;
;;;;;;2060;1019;;;;;;;;2111;1019;;;;;;
;;;;;;2061;1019;;;;;;;;2128;1019;;;;;;
;;;;;;2062;1019;;;;;;;;2128;1019;;;;;;
;;;;;;2063;1019;;;;;;;;2113;1019;;;;;;
;;;;;;2064;1019;;;;;;;;2111;1019;;;;;;
;;;;;;2065;1019;;;;;;;;2128;1019;;;;;;
;;;;;;2066;1019;;;;;;;;2129;1019;;;;;;
;;;;;;2068;1019;;;;;;;;2111;1019;;;;;;
;;;;;;2071;1019;;;;;;;;2118;1019;;;;;;
;;;;;;2072;1019;;;;;;;;2072;1019;;;;;;
;;;;;;2073;1019;;;;;;;;2073;1019;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1020;Syagros;;Fortress;52.13;15.38;1020;2039;;;;;;;;1020;2121;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1021;Dioskurides;;;54.01;12.39;;;;;;31;;;;;;;;;;;
;;;;;;1021;2001;;;;;;;;1021;2001;;;;;;
;;;;;;1021;2075;;;;;;;;1021;2120;;;;;;
;;;;;;2032;1021;;;;;;;;2032;1021;;;;;;
;;;;;;2044;1021;;;;;;;;2044;1021;;;;;;
;;;;;;2055;1021;;;;;;;;2055;1021;;;;;;
;;;;;;2063;1021;;;;;;;;2113;1021;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1023;Moscha Limen;;Hormos apodedeigmenos;54.26;17.02;1023;2039;;;;32;;;;1023;2121;;;;;;
;;;;;;2063;1023;;;;;;;;2113;1023;;;;;;
;;;;;;2032;1023;;;;;;;;2032;1023;;;;;;
;;;;;;2057;1032;;;;;;Min identifisering med sesamolije heller enn olivenolje;;2126;1032;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1024;Sarapis (Isle of);;;58.45;20.27;1024;2001;;;;;;;;1024;2001;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1025;Apologos;;;48.15;30.21;2071;1025;;;;;;;;2118;1025;;;;;;
;;;;;;2076;1025;;;;;;;;2125;1025;;;;;;
;;;;;;2077;1025;;;;;;;;2125;1025;;;;;;
;;;;;;2078;1025;;;;;;;;2125;1025;;;;;;
;;;;;;1025;2079;;;;;;;;1025;2079;;;;;;
;;;;;;1025;2080;;;;;;;;1025;2111;;;;;;
;;;;;;1025;2131;;;;;;;;1025;2118;;;;;;
;;;;;;1025;2116;;;;;;;;1025;2127;;;;;;
;;;;;;1025;2044;;;;;;;;1025;2044;;;;;;
;;;;;;1025;2059;;;;;;;;1025;2113;;;;;;
;;;;;;1025;2030;;;;;;;;1025;2030;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1026;Omana;;;55.35;25.32;2039;1026;;;;;;;;2121;1026;;;;;;
;;;;;;2071;1026;;;;;;;;2118;1026;;;;;;
;;;;;;2076;1026;;;;;;;;2125;1026;;;;;;
;;;;;;2077;1026;;;;;;;;2125;1026;;;;;;
;;;;;;2078;1026;;;;;;;;2125;1026;;;;;;
;;;;;;1026;2079;;;;;;;;1026;2079;;;;;;
;;;;;;1026;2080;;;;;;;;1026;2111;;;;;;
;;;;;;1026;2131;;;;;;;;1026;2118;;;;;;
;;;;;;1026;2116;;;;;;;;1026;2127;;;;;;
;;;;;;1026;2044;;;;;;;;1026;2044;;;;;;
;;;;;;1026;2059;;;;;;;;1026;2113;;;;;;
;;;;;;1026;2030;;;;;;;;1026;2030;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1027;Horaia;;;66.26;25.25;1027;2030;;;;;;;;1027;2030;;;;;;
;;;;;;1027;2032;;;;;;;;1027;2032;;;;;;
;;;;;;1027;2055;;;;;;;;1027;2055;;;;;;
;;;;;;1027;2081;;;;;;;;1027;2122;;;;;;
;;;;;;1027;2131;;;;;;;;1027;2131;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1028;Barbarikon;;;67.43;23.53;2082;1028;;;;;;;;2111;1028;;;;;;
;;;;;;2083;1028;;;;;;;;2111;1028;;;;;;
;;;;;;2084;1028;;;;;;;;2111;1028;;;;;;
;;;;;;2085;1028;;;;;;;;2111;1028;;;;;;
;;;;;;2072;1028;;;;;;;;2072;1028;;;;;;
;;;;;;2073;1028;;;;;;;;2073;1028;;;;;;
;;;;;;2039;1028;;;;;;;;2121;1028;;;;;;
;;;;;;2086;1028;;;;;;;;2116;1028;;;;;;
;;;;;;2018;1028;;;;;;;;2119;1028;;;;;;
;;;;;;2017;1028;;;;;;;;2127;1028;;;;;;
;;;;;;2030;1028;;;;;;;;2030;1028;;;;;;
;;;;;;1028;2087;;;;;;;;1028;2122;;;;;;
;;;;;;1028;2081;;;;;;;;1028;2122;;;;;;
;;;;;;1028;2088;;;;;;;;1028;2122;;;;;;
;;;;;;1028;2089;;;;;;;;1028;2122;;;;;;
;;;;;;1028;2090;;;;;;;;1028;2124;;;;;;
;;;;;;1028;2091;;;;;;;;1028;2124;;;;;;
;;;;;;1028;2092;;;;;;;;1028;2115;;;;;;
;;;;;;1028;2093;;;;;;;;1028;2115;;;;;;
;;;;;;1028;2094;;;;;;;;1028;2115;;;;;;
;;;;;;1028;2095;;;;;;;;1028;2120;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1029;Ozene;;;75.47;23.10;1029;2096;;;;;;;;1029;2124;;;;;;
;;;;;;1029;2097;;;;;;;;1029;2124;;;;;;
;;;;;;1029;2026;;;;;;;;1029;2112;;;;;;
;;;;;;1029;2025;;;;;;;;1029;2114;;;;;;
;;;;;;1029;2063;;;;;;;;1029;2113;;;;;;
;;;;;;1029;2089;;;;;;;;1029;2122;;;;;;
;;;;;;1029;2087;;;;;;;;1029;2122;;;;;;
;;;;;;1029;2081;;;;;;;;1029;2122;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1030;Paithana;;;75.22;19.28;1030;2096;;;;;;;;1030;2124;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1031;Taigara;;;76.08;18.19;1031;2022;;;;;;;;1031;2114;;;;;;
;;;;;;1031;2023;;;;;;;;1031;2114;;;;;;
;;;;;;1031;2025;;;;;;;;1031;2114;;;;;;
;;;;;;1031;2026;;;;;;;;1031;2112;;;;;;
;;;;;;1031;2063;;;;;;;;1031;2113;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1032;Nelkynda;;;76.05;10.50;2017;1032;;;;;;;;2127;1032;;;;;;
;;;;;;2030;1032;;;;;;;;2030;1032;;;;;;
;;;;;;2032;1032;;;;;;;;2032;1032;;;;;;
;;;;;;2033;1032;;;;;;;;2118;1032;;;;;;
;;;;;;2044;1032;;;;;;;;2044;1032;;;;;;
;;;;;;2055;1032;;;;;;;;2055;1032;;;;;;
;;;;;;2063;1032;;;;;;;;2113;1032;;;;;;
;;;;;;1033;2057;;;;;;;;1033;2126;;;;;;
;;;;;;2071;1032;;;;;;;;2118;1032;;;;;;
;;;;;;2072;1032;;;;;;;;2072;1032;;;;;;
;;;;;;2082;1032;;;;;;;;2111;1032;;;;;;
;;;;;;2084;1032;;;;;;;;2111;1032;;;;;;
;;;;;;2085;1032;;;;;;;;2111;1032;;;;;;
;;;;;;2098;1032;;;;;;;;2118;1032;;;;;;
;;;;;;2100;1032;;;;;;;;2116;1032;;;;;;
;;;;;;2101;1032;;;;;;;;2130;1032;;;;;;
;;;;;;2102;1032;;;;;;;;2130;1032;;;;;;
;;;;;;2104;1032;;;;;;;;2122;1032;;;;;;
;;;;;;1032;2105;;;;;;;;1032;2122;;;;;;
;;;;;;1032;2079;;;;;;;;1032;2079;;;;;;
;;;;;;1032;2102;;;;;;;;1032;2130;;;;;;
;;;;;;1032;2093;;;;;;;;1032;2115;;;;;;
;;;;;;1032;2089;;;;;;;;1032;2122;;;;;;
;;;;;;1032;2106;;;;;;;;1032;2122;;;;;;
;;;;;;1032;2107;;;;;;;;1032;2124;;;;;;
;;;;;;1032;2108;;;;;;;;1032;2124;;;;;;
;;;;;;1032;2109;;;;;;;;1032;2124;;;;;;
;;;;;;1032;2001;;;;;;;;1032;2001;;;;;;
;;;;;;2093;1032;;;;;;;;2115;1032;;;;;;
;;;;;;2094;1032;;;;;;;;2115;1032;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1033;Muziris;;;76.12;10.09;2017;1033;;;2044;1032;;;;2127;1033;;;;;;
;;;;;;2085;1033;;;2055;1032;;;;2111;1033;;;;;;
;;;;;;2082;1033;;;2063;1032;;;;2111;1033;;;;;;
;;;;;;2084;1033;;;2057;1032;;;;2111;1033;;;;;;
;;;;;;2102;1033;;;;;;;;2130;1033;;;;;;
;;;;;;2072;1033;;;;;;;;2072;1033;;;;;;
;;;;;;2100;1033;;;;;;;;2116;1033;;;;;;
;;;;;;2071;1033;;;;;;;;2118;1033;;;;;;
;;;;;;2033;1033;;;;;;;;2118;1033;;;;;;
;;;;;;2098;1033;;;;;;;;2118;1033;;;;;;
;;;;;;2030;1033;;;;;;;;2030;1033;;;;;;
;;;;;;2101;1033;;;;;;;;2130;1033;;;;;;
;;;;;;2104;1033;;;;;;;;2122;1033;;;;;;
;;;;;;2032;1033;;;;;;;;2032;1033;;;;;;
;;;;;;1033;2105;;;;;;;;1033;2122;;;;;;
;;;;;;1033;2079;;;;;;;;1033;2079;;;;;;
;;;;;;1033;2102;;;;;;;;1033;2130;;;;;;
;;;;;;1033;2093;;;;;;;;1033;2115;;;;;;
;;;;;;1033;2089;;;;;;;;1033;2122;;;;;;
;;;;;;1033;2106;;;;;;;;1033;2122;;;;;;
;;;;;;1033;2107;;;;;;;;1033;2124;;;;;;
;;;;;;1033;2108;;;;;;;;1033;2124;;;;;;
;;;;;;1033;2109;;;;;;;;1033;2124;;;;;;
;;;;;;1033;2001;;;;;;;;1033;2001;;;;;;
;;;;;;2044;1033;;;;;;;;2044;1033;;;;;;
;;;;;;2055;1033;;;;;;;;2055;1033;;;;;;
;;;;;;2063;1032;;;;;;;;2113;1032;;;;;;
;;;;;;1033;2057;;;;;;;;1033;2126;;;;;;
;;;;;;2093;1033;;;;;;;;2115;1033;;;;;;
;;;;;;2094;1033;;;;;;;;2115;1033;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1034;Chryse Island;;;98.48;9.47;1034;2001;;;;;;;;1034;2001;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1035;Akabaru;;;72.04;20.00;;;;;;;;;;;;;;;;;
1036;Suppara;;;72.47;19.20;;;;;;;;;;;;;;;;;
1037;Kalliena;;;72.45;19.28;;;;;;;;;;;;;;;;;
1038;Semylla;;;72.56;18.32;;;;;;;;;;;;;;;;;
1039;Mandagora;;;73.03;17.59;;;;;;;;;;;;;;;;;
1040;Palaipatmai;;;73.10;17.35;;;;;;;;;;;;;;;;;
1041;Melizeigara;;;73.11;17.18;;;;;;;;;;;;;;;;;
1042;Byzantion;;;73.21;16.34;;;;;;;;;;;;;;;;;
1058;Toparon;;;73.22;16.22;;;;;;;;;;;;;;;;;
1043;Tyrannosboas;;;73.29;16.00;;;;;;;;;;;;;;;;;
1044;Naura;;;74.50;12.55;;;;;;;;;;;;;;;;;
1045;Tyndis;;;75.45;10.46;;;;;;;;;;;;;;;;;
1046;Bakare;;;;;;;;;;;;;;;;;;;;;
1047;Balita;;;76.59;8.23;;;;;;;;;;;;;;;;;
1048;Komar;;;77.33;8.05;1049;2079;;;;;;;;1049;2079;;;;;;
1049;Kolchoi;;;78.04;8.37;2079;1050;;;;;;;;2079;1050;;;;;;
1050;Argaru;;;78.41;10.49;1050;2110;;;;;;;;1050;2114;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1051;Kamara;;;79.51;11.08;2017;1051;;;;;;;;2127;1051;;;;;;
;;;;;;2085;1051;;;;;;;;2111;1051;;;;;;
;;;;;;2082;1051;;;;;;;;2111;1051;;;;;;
;;;;;;2084;1051;;;;;;;;2111;1051;;;;;;
;;;;;;2102;1051;;;;;;;;2130;1051;;;;;;
;;;;;;2072;1051;;;;;;;;2072;1051;;;;;;
;;;;;;2100;1051;;;;;;;;2116;1051;;;;;;
;;;;;;2071;1051;;;;;;;;2118;1051;;;;;;
;;;;;;2033;1051;;;;;;;;2118;1051;;;;;;
;;;;;;2098;1051;;;;;;;;2118;1051;;;;;;
;;;;;;2030;1051;;;;;;;;2030;1051;;;;;;
;;;;;;2101;1051;;;;;;;;2130;1051;;;;;;
;;;;;;2104;1051;;;;;;;;2122;1051;;;;;;
;;;;;;2032;1051;;;;;;;;2032;1051;;;;;;
;;;;;;1051;2105;;;;;;;;1051;2122;;;;;;
;;;;;;1051;2079;;;;;;;;1051;2079;;;;;;
;;;;;;1051;2102;;;;;;;;1051;2130;;;;;;
;;;;;;1051;2093;;;;;;;;1051;2115;;;;;;
;;;;;;1051;2089;;;;;;;;1051;2122;;;;;;
;;;;;;1051;2106;;;;;;;;1051;2122;;;;;;
;;;;;;1051;2107;;;;;;;;1051;2124;;;;;;
;;;;;;1051;2108;;;;;;;;1051;2124;;;;;;
;;;;;;1051;2109;;;;;;;;1051;2124;;;;;;
;;;;;;1051;2001;;;;;;;;1051;2001;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1052;Poduke;;;79.49;11.44;2017;1052;;;;;;;;2127;1052;;;;;;
;;;;;;2085;1052;;;;;;;;2111;1052;;;;;;
;;;;;;2082;1052;;;;;;;;2111;1052;;;;;;
;;;;;;2084;1052;;;;;;;;2111;1052;;;;;;
;;;;;;2102;1052;;;;;;;;2130;1052;;;;;;
;;;;;;2072;1052;;;;;;;;2072;1052;;;;;;
;;;;;;2100;1052;;;;;;;;2116;1052;;;;;;
;;;;;;2071;1052;;;;;;;;2118;1052;;;;;;
;;;;;;2033;1052;;;;;;;;2118;1052;;;;;;
;;;;;;2098;1052;;;;;;;;2118;1052;;;;;;
;;;;;;2030;1052;;;;;;;;2030;1052;;;;;;
;;;;;;2101;1052;;;;;;;;2130;1052;;;;;;
;;;;;;2104;1052;;;;;;;;2122;1052;;;;;;
;;;;;;2032;1052;;;;;;;;2032;1052;;;;;;
;;;;;;1052;2105;;;;;;;;1052;2122;;;;;;
;;;;;;1052;2079;;;;;;;;1052;2079;;;;;;
